State	LogProb	m[0][0]	m[0][1]	m[0][2]	m[0][3]	m[0][4]	m[0][5]	m[0][6]	m[1][0]	m[1][1]	m[1][2]	m[1][3]	m[1][4]	m[1][5]	m[1][6]	m[2][0]	m[2][1]	m[2][2]	m[2][3]	m[2][4]	m[2][5]	m[2][6]	m[3][0]	m[3][1]	m[3][2]	m[3][3]	m[3][4]	m[3][5]	m[3][6]	m[4][0]	m[4][1]	m[4][2]	m[4][3]	m[4][4]	m[4][5]	m[4][6]	m[5][0]	m[5][1]	m[5][2]	m[5][3]	m[5][4]	m[5][5]	m[5][6]	m[6][0]	m[6][1]	m[6][2]	m[6][3]	m[6][4]	m[6][5]	m[6][6]	
2114000	-5333.3	0.909042	0.0481587	0.00597414	0.0144064	0.00905563	0.00125901	0.0121042	0.0126978	0.923526	0.00911552	0.0101728	0.00474441	0.0352166	0.00452698	0.00238074	0.255456	0.677472	0.00666468	0.00585597	0.0298227	0.022348	0.0713144	0.23873	0.00787454	0.66858	0.00336554	0.00397674	0.00615898	0.175249	0.121441	0.020142	0.0103902	0.670699	0.00136978	0.000708963	0.0130189	0.209491	0.0102449	0.0164541	0.0144747	0.71665	0.0196662	0.0272642	0.245876	0.0322977	0.00935431	0.00353876	0.00335696	0.678312	
2116000	-5317.5	0.894032	0.0443796	0.0244568	0.00118138	0.00845653	0.0157992	0.0116944	0.00646448	0.952551	0.00669115	0.00347984	0.00836772	0.0121992	0.0102469	0.00138921	0.242304	0.688368	0.00212525	0.0165467	0.0187486	0.0305181	0.022722	0.272075	0.0102128	0.668975	0.00494654	0.0135484	0.0075198	0.166514	0.126882	0.00408763	0.00228643	0.673029	0.0226828	0.0045171	0.0169148	0.0884022	0.00416816	0.117616	0.00361724	0.710473	0.0588091	0.0033017	0.272781	0.00289273	0.0406386	0.00345688	0.00116963	0.67576	
2118000	-5307.88	0.936387	0.0229328	0.00250874	0.00118138	0.00890418	0.0164714	0.0116147	0.0266286	0.949611	0.0073072	0.00180358	0.00427499	4.72201e-005	0.0103273	0.00424123	0.254399	0.689192	0.0145928	0.00302587	0.0187534	0.0157957	0.0312679	0.268094	0.0110918	0.669592	0.00360516	0.00546765	0.0108819	0.164291	0.0781012	0.00292783	0.0302705	0.677374	0.0241504	0.0228851	0.0767193	0.138474	0.0372919	0.0625351	0.00142848	0.681379	0.00217252	0.00907038	0.277841	0.00300558	0.0224687	0.00412297	0.00674809	0.676743	
2120000	-5289.07	0.901585	0.0160862	0.0282335	0.00390275	0.0335978	0.00740096	0.00919353	3.03543e-005	0.943922	0.00326834	0.0210575	0.00485361	0.00944697	0.017421	0.0149892	0.255232	0.667782	0.00572549	0.0138099	0.0157926	0.0266681	0.00601914	0.2945	0.00819197	0.678386	0.00343101	0.00830354	0.00116885	0.200724	0.0309987	0.0146733	0.0225896	0.706623	0.0198556	0.00453606	0.00704934	0.17697	0.00368773	0.0633871	0.0224466	0.688813	0.0376465	0.0221333	0.257395	0.0215874	0.00491875	0.00507523	0.00479179	0.684098	
2122000	-5312.65	0.947186	0.00653271	0.00136789	0.0124643	0.0165711	0.00709324	0.00878515	0.00173981	0.908271	0.00143887	0.0100692	0.0158543	0.0121614	0.0504657	0.00270864	0.264139	0.667406	0.0109778	0.00688021	0.00202731	0.0458608	0.0101545	0.2828	0.00798358	0.668487	0.00811566	0.00873153	0.0137278	0.223797	0.0204207	0.00766655	0.0157571	0.670688	0.0351464	0.0265242	0.0276952	0.0905193	0.0156811	0.0710263	0.026642	0.752301	0.0161354	0.0265825	0.274857	0.0042744	0.0131571	0.00503393	0.00876705	0.667328	
2124000	-5286.61	0.881013	0.0135236	0.00136789	0.0371006	0.0259088	0.0259138	0.0151721	0.00171921	0.951208	0.023279	0.0108318	0.00379853	0.000256895	0.00890668	0.00756922	0.277098	0.667475	0.00406912	0.00103758	0.0210947	0.0216564	0.024395	0.275268	0.00118752	0.669964	0.0031118	0.0258153	0.00025781	0.20559	0.0632591	0.0114121	0.0165909	0.671619	0.0166241	0.0149044	0.00241189	0.124152	0.0402715	0.0938194	0.00897684	0.712532	0.0178372	0.00588276	0.279102	0.0071896	0.00859192	0.00626916	0.00208109	0.690884	
2126000	-5294.99	0.86007	0.0541655	0.00136789	0.0129316	0.0700691	0.000833093	0.000562818	0.0531999	0.929321	0.00108787	0.00547229	0.00171733	0.00388052	0.00532096	0.00204325	0.268788	0.671105	3.69813e-005	0.0181429	0.0240993	0.0157839	0.0181701	0.280972	0.00411624	0.672286	0.00535672	0.0140783	0.00502117	0.23615	0.00333072	0.000136817	0.00643699	0.685519	0.0318001	0.0366263	0.0420286	0.111436	0.0120105	0.0154583	0.0335297	0.713224	0.0723125	0.0173571	0.261348	0.00597447	0.000500416	0.00235336	0.0397938	0.672673	
2128000	-5251.98	0.923599	0.0134219	0.0207503	0.0371109	0.00314781	0.00073832	0.00123134	0.0823407	0.892836	0.00139391	0.00474124	0.0124187	0.00601213	0.000257439	0.00102646	0.278293	0.673934	0.000513598	0.0133112	0.011579	0.0213436	0.0312961	0.291812	0.00250134	0.671282	0.000119172	0.00293226	5.71618e-005	0.217053	0.00119103	0.000592058	0.00345442	0.692462	0.0424197	0.042827	0.0807532	0.0656633	0.0604706	0.0463326	0.0296894	0.678354	0.038737	0.00764656	0.269151	0.0283727	0.012514	0.00383035	0.0019532	0.676532	
2130000	-5252.78	0.914458	0.0358806	0.0104889	0.00608599	0.00763039	0.0142131	0.0112432	0.0117873	0.879853	0.00181949	0.0344946	0.0107317	0.0228671	0.0384469	0.00110755	0.27674	0.673412	0.00209109	0.00283568	0.0241812	0.0196324	0.00584874	0.29037	0.00429223	0.66749	0.00467459	0.0145816	0.0127426	0.131421	0.0577891	0.0326118	0.00127639	0.699756	0.041286	0.0358593	0.0161576	0.0674612	0.0339521	0.0222679	0.0723156	0.710034	0.0778114	0.0346623	0.176354	0.0321966	0.00908714	0.0107682	0.0548882	0.682044	
2132000	-5269.84	0.894786	0.0253712	0.0222089	0.0281848	0.0199406	0.00827636	0.00123205	0.0387399	0.807937	0.00381385	0.101184	0.0271011	0.00525931	0.015965	0.00945587	0.276984	0.67778	0.00381408	0.00203543	0.0145164	0.015415	0.00816089	0.29037	0.000266672	0.673814	0.00138524	0.0129652	0.0130382	0.222032	0.0255384	0.012184	0.032907	0.666853	0.0116783	0.0288073	0.0186282	0.197796	0.0456717	0.0377623	0.000623469	0.686796	0.012723	0.00771157	0.262051	0.00213893	0.0182242	0.0190216	0.00709205	0.683761	
2134000	-5276.97	0.852817	0.0498207	0.00878648	6.09049e-005	0.0324424	0.00216088	0.0539118	0.0268331	0.886775	0.00998491	0.031315	0.0194982	0.0148265	0.0107677	0.0160465	0.276984	0.671603	0.00425597	0.00563662	0.010107	0.0153673	0.00651771	0.287316	0.00117587	0.686636	0.00121314	0.00352561	0.0136157	0.223354	0.0163092	0.00850538	0.011649	0.674873	0.0491755	0.0161349	0.034556	0.1497	0.031183	0.000847294	0.00635811	0.723414	0.053942	0.00601908	0.221356	0.00465682	0.0495524	0.00178523	0.0376009	0.67903	
2136000	-5294.68	0.895958	0.0138943	0.0177124	6.09049e-005	0.0596671	0.00453861	0.00816863	0.00240198	0.893897	0.00137801	0.0410995	0.0180434	0.0175862	0.0255942	0.00177206	0.276842	0.667187	0.00733695	0.00146057	0.0201929	0.0252086	0.00669134	0.293756	0.0174817	0.673962	0.00234153	0.0050925	0.00067497	0.218682	0.0061078	0.0030441	0.0577878	0.670893	0.0252166	0.018269	0.0540341	0.0975076	0.122408	0.0354249	0.00411497	0.672472	0.0140386	0.0403159	0.189558	0.0618649	0.0212748	0.00703147	0.00286097	0.677094	
2138000	-5287.49	0.905383	0.0349419	0.0268023	0.00842881	0.0173297	0.00593	0.00118393	0.0219	0.942856	0.000730926	0.0165141	0.000451308	0.00542787	0.0121197	0.00188108	0.288024	0.672817	0.000332463	0.00445425	0.0102299	0.0222611	0.0190269	0.294434	0.00169012	0.678398	0.000299144	0.000672625	0.00547898	0.198276	0.028039	0.0282438	0.014731	0.677867	0.0492323	0.00361083	0.0182097	0.13294	0.0742312	0.027536	0.0118752	0.6872	0.0480073	0.00966678	0.274263	0.00870978	0.0107954	0.0207953	0.00150501	0.674265	
2140000	-5316.22	0.884101	0.0260571	0.0178771	0.00957438	0.0414186	0.00593	0.015042	0.00285104	0.94427	0.0114097	0.00423825	0.0151099	0.0100011	0.0121197	0.0132691	0.251466	0.677004	0.000993667	0.00172411	0.00501891	0.0505242	0.0210764	0.294393	0.00494633	0.668609	0.00113705	0.0018907	0.00794761	0.193947	0.0160493	0.0126916	0.0217375	0.676336	0.0379722	0.0412669	0.118557	0.109946	0.0213782	0.00305219	0.0454203	0.686664	0.0149829	0.0332372	0.196622	0.0217617	0.0118048	0.0191728	0.0245054	0.692896	
2142000	-5343	0.855617	0.0335723	0.00343662	0.0599874	0.00394267	0.00373493	0.0397093	0.0109861	0.936941	0.00510954	0.00047561	0.0162983	0.026065	0.00412471	0.00672432	0.231226	0.691907	0.00296234	0.00282651	0.0237843	0.0405696	0.00868683	0.29909	0.0159071	0.670498	0.00477017	0.000737647	0.000309663	0.216506	0.0528619	0.0280558	0.000285101	0.689451	0.00652036	0.00631928	0.0392075	0.175433	0.00835592	0.0362912	0.0192782	0.698312	0.0231224	0.00758477	0.209222	0.00657903	0.0112808	0.0168831	0.0195031	0.728947	
2144000	-5362.21	0.911787	0.0414723	0.0188828	0.00423223	0.00394267	0.00373493	0.0159483	0.0183097	0.905868	0.0329229	0.0197212	0.0079788	0.00860859	0.00659074	0.0145346	0.221933	0.67045	0.00883666	0.0215663	0.0122341	0.0504454	0.0121132	0.293002	0.00438557	0.666939	0.00186693	0.0152912	0.00640258	0.238334	0.0630459	0.00450361	0.0028623	0.670588	0.00829097	0.0123756	0.0108519	0.162421	0.0341923	0.0382489	0.0531442	0.675716	0.0254256	0.00188199	0.248817	0.0314725	0.00583146	0.0133949	0.0283516	0.670251	
2146000	-5350.55	0.890838	0.0291675	0.0403896	0.000286644	0.0133924	0.00373493	0.0221908	0.0324652	0.897516	0.0172322	0.00510398	0.042499	0.00108774	0.00409593	0.012485	0.212673	0.696491	0.0226917	0.0060646	0.0218492	0.0277455	0.0434931	0.265644	0.00589906	0.669487	0.00798035	0.0054431	0.00205333	0.208006	0.0265795	0.0221138	0.00742042	0.670062	0.0563778	0.00944046	0.0233123	0.175389	0.0151551	0.0053592	0.0256201	0.726208	0.0289564	0.0106831	0.243752	0.0217962	0.0226656	0.00635948	0.00356588	0.691178	
2148000	-5348.88	0.925805	0.00482553	0.00485971	0.0430073	0.00464818	0.0077421	0.00911174	0.0074895	0.946024	0.00294671	0.0021562	0.0079675	0.00249443	0.0309217	0.00435799	0.223739	0.66818	0.00224558	0.00367483	0.0402242	0.0575784	0.024677	0.265012	0.000422235	0.670664	0.0233247	0.00373956	0.0121603	0.198334	0.0281379	0.0164214	0.0120267	0.681849	0.0216726	0.0415587	0.012432	0.111857	0.00310422	0.108849	0.0190907	0.741449	0.00321903	0.0120396	0.24836	0.0234044	0.00386331	0.0156738	0.0184946	0.678165	
2150000	-5299.95	0.873799	0.0600707	0.0527213	0.000753373	0.000827544	0.00271682	0.00911174	0.027906	0.938869	0.00110854	0.0215911	0.00888262	0.000611961	0.00103089	0.0255569	0.225166	0.67448	0.0436034	0.0141852	0.0116891	0.00531965	0.0151747	0.283229	0.0110798	0.673468	0.00897113	0.00617348	0.0019044	0.170416	0.0454414	0.0125764	0.00804183	0.706594	0.0448423	0.0120881	0.0238103	0.142243	0.0177029	0.0791569	0.0119977	0.696454	0.0286352	0.00721881	0.28136	0.0117454	0.00551823	0.0143891	0.00650552	0.673263	
2152000	-5305.92	0.895559	0.00947786	0.00708746	0.0108197	0.0473088	0.00503827	0.0247085	0.0200143	0.87969	0.00152154	0.00811563	0.0199574	0.0537955	0.0169055	0.00321674	0.233795	0.678015	0.0563307	0.00554808	0.0067976	0.0162973	0.00711673	0.2994	0.00970125	0.66877	0.000948479	0.00673528	0.00732843	0.110473	0.0630753	0.00844272	0.0220714	0.728013	0.0396523	0.0282718	0.00132839	0.103686	0.0522871	0.0070802	0.0555924	0.714206	0.06582	0.0120131	0.254462	0.00412795	0.0129891	0.00240565	0.00992964	0.704073	
2154000	-5317.11	0.920866	0.0240647	0.0080255	0.0253692	0.00692588	0.0113314	0.00341745	0.0166539	0.959129	0.00152154	0.00443854	0.000392829	0.0170623	0.000801811	3.00782e-005	0.217994	0.6744	0.0568196	0.0161845	0.000851665	0.0337196	0.00178338	0.2994	0.00114629	0.66934	0.0100049	0.0114389	0.00688604	0.146369	0.047336	0.0672121	0.0228909	0.672717	0.00010464	0.0433712	0.0159645	0.115164	0.00652075	0.132353	0.00591286	0.719463	0.00462259	0.0063085	0.252351	0.026194	0.00375225	0.0228124	0.00737635	0.681205	
2156000	-5318.5	0.953511	0.00161811	0.00391704	0.000925686	0.0138776	0.0130143	0.0131366	0.00314049	0.906521	0.025562	0.054126	0.00168307	0.0029361	0.00603155	0.0204106	0.218713	0.711002	0.000514391	0.0116784	0.00685809	0.0308237	0.00805943	0.2994	0.000242329	0.669986	0.00386165	0.0168353	0.00161543	0.178635	0.0198908	0.0214617	0.0193428	0.675976	0.0101985	0.0744958	0.0232511	0.0962501	0.0138537	0.104533	0.00860306	0.703443	0.0500662	0.0043079	0.293046	0.013508	0.000227549	0.00605943	0.0040637	0.678787	
2158000	-5337.33	0.950631	0.00180636	0.0178164	0.0100285	0.00361325	0.0122557	0.00384863	0.00143297	0.952236	0.000693119	0.0272172	0.0156922	0.00134758	0.00138101	0.00620006	0.221417	0.682948	0.03656	0.0122574	0.00481173	0.0358065	0.00758484	0.31597	0.00163627	0.66688	0.00519089	0.00181748	0.000920021	0.18565	0.0327778	0.0770028	0.0160799	0.682071	0.00194813	0.00447065	0.0767878	0.125632	0.0137159	0.0184286	0.0304911	0.727294	0.00765024	0.00520127	0.257546	0.00968474	0.0181155	0.00550656	0.0237359	0.68021	
2160000	-5297.2	0.923756	0.0217281	0.00974885	0.00974965	0.00351576	0.0153022	0.0161995	0.00143297	0.894733	0.00536736	0.0451376	0.0123074	0.0017648	0.0392566	0.0115407	0.220373	0.668097	0.0123043	0.00987201	0.0162596	0.0615531	0.00296344	0.312717	0.00086531	0.668709	0.00208127	0.00671841	0.00594635	0.119385	0.067147	0.00278615	0.0527552	0.696938	0.0450959	0.0158926	0.00957256	0.116865	0.0288783	0.0723191	0.0697261	0.681819	0.0208194	0.0282425	0.268224	0.000673136	0.0061007	0.00955532	0.017254	0.66995	
2162000	-5318.52	0.944905	0.0294815	0.0073336	0.00440645	0.00483997	0.00748745	0.0015456	4.785e-005	0.95044	5.61258e-005	0.0127217	0.00350378	0.0276486	0.00558159	0.026829	0.223836	0.672123	0.000694471	0.00729351	0.0305974	0.0386273	0.00234957	0.312717	0.00253365	0.673048	0.00531088	0.00294961	0.0010915	0.184429	0.0452785	0.0483966	0.00561115	0.685135	0.0237285	0.00742097	0.0436336	0.171682	0.0428867	0.024938	0.00299149	0.70523	0.00863821	0.0158724	0.257721	0.00419937	0.0120258	0.00774154	0.0055279	0.696912	
2164000	-5286.98	0.929654	0.0251892	0.000293366	0.0221475	0.000418919	0.0213024	0.000994648	0.00820448	0.932931	0.0237496	0.0199251	0.00422195	0.0105973	0.000370968	0.0122315	0.275076	0.667545	0.00861965	0.00161563	0.000198087	0.034715	8.97572e-005	0.303432	0.00926065	0.676146	0.00299654	0.00524403	0.00283075	0.172107	0.0600911	0.0401033	0.0212685	0.671486	0.0211357	0.0138076	0.0187486	0.115233	0.026262	0.049591	0.00519384	0.764889	0.0200831	0.0252102	0.281273	0.00044522	0.000193069	0.0131533	0.00552424	0.6742	
2166000	-5346.82	0.909012	0.0241359	0.00694881	0.00946791	0.0321525	0.000139549	0.0181429	0.0296811	0.887768	0.0446667	0.012014	0.0192971	0.0020171	0.00455582	0.00676915	0.25535	0.682582	0.00595751	0.0101721	0.0066401	0.0325298	0.00316202	0.297455	0.00333728	0.669737	0.000893047	0.0128703	0.0125456	0.185593	0.0649209	0.0445632	0.00284622	0.677144	0.0232055	0.00172655	0.030087	0.21498	0.00268103	0.00178408	0.0374481	0.71035	0.00266918	0.00750759	0.259108	0.00108787	0.00011106	0.0441293	0.0173217	0.670734	
2168000	-5344.2	0.911354	0.0345889	0.0293917	0.00477481	0.00712096	0.00360673	0.00916296	0.00508937	0.934419	0.00293976	0.0179251	0.0265311	0.00853981	0.00455582	0.0133742	0.214687	0.699284	0.00552867	0.00722689	0.00338418	0.0565146	0.0112432	0.292633	0.0235302	0.667208	0.00328705	0.000215193	0.00188326	0.168034	0.0200938	0.0485647	0.0400258	0.668328	0.00773524	0.0472185	0.0202523	0.109358	0.0257647	0.0214598	0.0629032	0.756765	0.00349708	0.010833	0.259108	0.000615779	0.00292323	0.0370339	0.0103068	0.679179	
2170000	-5293.18	0.866213	0.00634324	0.0414272	0.0285887	0.0168941	0.0121477	0.0283856	0.0525306	0.912835	0.0180891	0.000542748	0.000811492	0.00304498	0.0121457	0.00331398	0.191927	0.716546	0.0188832	0.00963616	0.0136382	0.0460554	0.00763398	0.292633	0.00392858	0.671473	0.00714438	0.012466	0.00472145	0.182161	0.0672802	0.0278363	0.00824847	0.685337	0.029134	2.4454e-006	0.0250116	0.108314	0.0579027	0.0497348	0.0715123	0.67976	0.00776462	0.0210459	0.208141	0.0278711	0.0228523	0.0230948	0.0167003	0.680295	
2172000	-5275.23	0.913785	0.0279989	0.00416435	0.0284001	0.00484059	0.0195407	0.00127068	0.0124052	0.836099	0.0283473	0.018724	0.068038	0.026128	0.0102584	0.00926667	0.205866	0.711937	0.00811621	0.046724	0.00391607	0.0141745	0.00212033	0.256381	0.0188924	0.675988	0.0201494	0.0211576	0.00531087	0.156376	0.0788781	0.0482481	0.0126394	0.681708	0.00887604	0.0132749	0.00899404	0.175416	0.0154782	0.0703786	0.0070165	0.721047	0.00166991	0.0318172	0.161608	0.0144744	0.0670222	0.0348068	0.0108045	0.679467	
2174000	-5255.8	0.929593	0.0369947	0.0187853	0.00711131	0.000115904	0.00674307	0.000656569	0.00531767	0.802604	0.104338	0.00472871	0.0602121	0.00778001	0.015019	9.87444e-005	0.20772	0.668246	0.0394727	0.0082692	0.0078551	0.0683387	0.0110847	0.284712	0.0119796	0.680892	0.000193251	0.00800842	0.00313031	0.158603	0.0596734	0.00618378	0.0324892	0.691342	0.0515275	0.000180558	0.0395334	0.197274	0.0365603	0.02184	0.000778162	0.698782	0.00523153	0.0182444	0.255744	0.0399428	0.0138915	0.00407765	0.00051969	0.66758	
2176000	-5262.41	0.900293	0.0280629	0.0192451	0.00172515	0.0121842	0.0273825	0.011107	0.0055003	0.861871	0.0222707	0.0554999	0.0515964	0.000998061	0.00226376	0.00829274	0.208422	0.709111	0.00810091	0.0122736	0.0114992	0.0422999	0.00405873	0.284712	0.00279362	0.677271	0.0232514	0.00569314	0.00221979	0.156463	0.0444218	0.0606514	0.022194	0.693958	0.022192	0.000120256	0.0495774	0.0868284	0.059509	0.0197907	0.0643251	0.715078	0.00489125	0.0124028	0.261283	0.00425575	0.0390699	0.00808973	0.00305813	0.671841	
2178000	-5306.12	0.902031	0.0235333	0.0336004	0.0157893	0.00262588	0.0204551	0.00196549	0.00659935	0.911121	0.00563467	0.0256719	0.00455286	0.0462613	0.000158857	0.0385048	0.20221	0.69579	0.00562561	0.00738123	0.0088345	0.0416533	0.0116519	0.26917	0.0140027	0.669194	0.0161083	0.00806879	0.0118039	0.17732	0.0569644	0.025771	0.0255711	0.687281	0.0214585	0.00563397	0.072656	0.0425595	0.00861061	0.130742	0.00656189	0.685134	0.0537351	0.0196888	0.264721	0.00318041	0.0126282	0.0298569	0.00312127	0.666803	
2180000	-5285.7	0.903711	0.0189928	0.0401674	0.0074773	0.00332035	0.0221383	0.00419291	0.00133971	0.929369	0.000655269	0.0149342	0.0120442	0.0334435	0.00821434	0.039827	0.185972	0.715686	0.0154892	0.00233255	0.00138913	0.0393036	0.0249466	0.275423	0.0103755	0.67233	0.00268378	0.0137617	0.000479051	0.128452	0.0505222	0.0590813	0.0136975	0.719342	0.00566494	0.0232409	0.0286624	0.116304	0.0596673	0.0253961	0.0949495	0.668163	0.00685736	0.00588471	0.247278	0.00124315	0.00344547	0.000689966	0.0557046	0.685754	
2182000	-5310.93	0.90348	0.0181777	0.0311605	0.0301473	0.00745103	0.00348615	0.00609737	0.00319864	0.872203	0.0417038	0.00739035	0.0477107	0.000826579	0.026967	0.0143667	0.221127	0.712406	0.0216359	0.00307799	0.000976997	0.0264096	0.00696565	0.280398	0.0202123	0.669616	0.000157008	0.00299331	0.0196579	0.191879	0.0569071	0.0160373	0.0181447	0.702039	0.00351477	0.0114784	0.0681616	0.107432	0.0165489	0.0305358	0.0423542	0.717827	0.017141	0.00717678	0.242618	0.024755	0.025603	0.00429566	0.00311303	0.692438	
2184000	-5253.57	0.819811	0.0124883	0.0803879	0.0195181	0.0494608	0.00348615	0.0148475	0.00326498	0.874046	0.0239613	0.00648099	0.0148917	0.0506244	0.0267303	0.002343	0.223839	0.68489	0.0177988	0.0159184	0.000188658	0.0550216	0.00238257	0.322866	0.00043061	0.669041	0.00108593	0.00299839	0.00119572	0.184831	0.0390367	0.0484595	0.0197918	0.674377	0.00483671	0.0286674	0.113736	0.0523067	0.078653	0.0240104	0.0439507	0.673898	0.0134445	0.0180193	0.244164	0.0229413	0.00506952	0.0219236	0.00492545	0.682957	
2186000	-5277.81	0.90167	0.0513505	0.0236487	0.0124726	0.00193129	0.00348615	0.00544087	0.0234521	0.942003	0.00437028	0.0177343	0.00604965	0.0028894	0.0035008	3.40227e-006	0.198615	0.768367	0.00683988	0.00638485	0.000771856	0.0190177	0.000213804	0.322866	0.00195923	0.669103	1.25121e-005	0.000186125	0.00566	0.156524	0.0375437	0.015193	0.000989835	0.763646	0.0130255	0.0130775	0.11377	0.0787235	0.0343774	0.0385923	0.00872395	0.69793	0.0278832	0.0202469	0.241408	0.0108121	0.0320793	0.00295456	0.0254131	0.667086	
2188000	-5281.75	0.915396	0.00879535	0.00962207	0.00784918	0.0236339	0.0224986	0.0122047	0.0173705	0.875117	0.00376467	0.0623701	0.00319656	0.00650072	0.03168	0.00121889	0.222161	0.7275	0.00707706	0.00322652	0.0119964	0.0268197	0.00535818	0.317618	0.00320068	0.667882	0.00421723	0.000107534	0.00161605	0.258472	0.02298	0.0072437	0.0264741	0.679262	0.000832988	0.00473547	0.0844145	0.0931711	0.00949696	0.112783	0.00128873	0.67636	0.0224858	0.0212737	0.216826	0.00082322	0.0653816	0.00124937	0.0254784	0.668968	
2190000	-5287.12	0.950766	0.00378569	0.0115245	0.00253405	0.0241245	0.000455254	0.00680992	0.00555646	0.927333	0.00735652	0.0304198	0.0166409	0.00274605	0.00994723	0.0143295	0.230302	0.710338	0.0047687	0.012992	0.000498671	0.0267711	0.00395863	0.317618	0.00146913	0.667129	0.00308146	0.00445516	0.00228828	0.1923	0.0717848	0.00321877	0.00960724	0.689138	0.0226621	0.0112891	0.0544042	0.0724537	0.0337974	0.116636	0.0311057	0.683619	0.00798352	0.000307354	0.241628	0.00222799	0.045384	0.0345021	0.00342724	0.672523	
2192000	-5281.71	0.880214	0.0432573	0.00514077	0.0164782	0.0368834	0.0115131	0.00651347	0.00442196	0.9523	0.00294878	0.00296488	0.00278595	0.00210138	0.0324767	0.0063025	0.263845	0.687003	0.000830757	0.00865287	0.00246966	0.0308956	0.00455231	0.317618	0.00293687	0.666927	0.0025161	0.00100776	0.00444159	0.187393	0.0196655	0.0962509	0.000239274	0.688982	0.00617741	0.00129237	0.104834	0.095609	0.0235738	0.0382036	0.0547912	0.667009	0.0159785	0.0263695	0.264975	0.00606339	0.00113249	0.0146644	0.0192716	0.667524	
2194000	-5300.57	0.885719	0.0371926	0.0036111	0.0253028	0.0133285	0.0260713	0.00877429	0.0109261	0.934972	0.0226132	0.00939403	0.000137986	0.00747411	0.0144828	0.0331981	0.228822	0.692733	0.00325783	0.00224422	0.00413241	0.0356121	0.00294752	0.317618	0.00269092	0.666985	0.00563739	0.0031024	0.001019	0.196445	0.0582745	0.00932483	0.0045506	0.676905	0.032802	0.0216988	0.0922323	0.0509355	0.027658	0.068179	0.0492046	0.667357	0.044434	0.0236822	0.267846	0.00299821	0.00702228	0.00508066	0.0249781	0.668393	
2196000	-5318.61	0.966192	0.0144977	0.00576504	0.00553064	0.00432593	0.0004956	0.00319325	0.0170091	0.92139	0.0178438	0.0186424	0.00853046	0.00258785	0.0139964	0.0203711	0.203953	0.701594	0.00308988	0.00762099	0.026025	0.0373456	0.00629841	0.320018	0.00153829	0.667217	0.00161321	0.000768911	0.00254641	0.156112	0.0561981	0.0566396	0.00807631	0.667302	0.0163229	0.0393497	0.0115265	0.126155	0.0187933	0.0500786	0.0353285	0.728812	0.0293059	0.00356264	0.250243	0.0181196	0.0436868	0.00810974	0.00514108	0.671138	
2198000	-5303.22	0.870153	0.0526038	0.0228271	0.0332077	0.00977108	0.00531762	0.00612008	0.0134596	0.939663	0.00383676	0.0018401	0.0130699	0.02172	0.00641098	0.00413722	0.182133	0.742	0.0140181	0.0101505	0.0168589	0.0307023	0.00243295	0.320018	5.86052e-005	0.668354	0.00273104	0.0043084	0.00209711	0.16691	0.0653732	0.0331079	0.030355	0.670085	0.0132328	0.0209356	0.0125516	0.198667	0.0285667	0.00750895	0.0215368	0.729755	0.00141458	0.0359675	0.226004	0.0107228	0.0392709	0.0032896	0.0120337	0.672711	
2200000	-5299.49	0.951933	0.00488475	0.00863656	0.0145675	0.00977108	0.0038301	0.00637744	0.00277939	0.92108	0.0231233	0.0118162	0.0317208	0.0069813	0.00249859	0.00263212	0.269572	0.696921	0.00570943	0.0028398	0.0179366	0.00438841	0.0109994	0.290136	0.000167533	0.668685	0.000216801	0.0228887	0.00690742	0.149603	0.0372856	0.00336935	0.106803	0.671312	0.0201461	0.0114803	0.010885	0.156072	0.0276395	0.0340096	0.0125237	0.716411	0.0424594	0.00500436	0.223772	0.0261726	0.00610423	0.00577348	0.0406982	0.692475	
2202000	-5304.57	0.935321	0.0374875	0.00082622	0.0129691	9.64278e-005	0.0038301	0.00947007	0.0284789	0.907802	0.000352193	0.00223452	0.0292755	0.0211094	0.0107476	0.00667098	0.194735	0.723968	0.00437174	0.00921663	0.0157758	0.0452611	0.00852248	0.29534	0.00319816	0.672098	0.00501342	0.0133031	0.00252517	0.139724	0.0592802	0.055155	0.0089048	0.66686	0.0377719	0.0323041	0.00942951	0.135254	0.0221773	0.0324274	0.0399557	0.688665	0.0720903	0.00895639	0.197737	0.0013298	0.00868096	0.0891107	0.00909561	0.685089	
2204000	-5306.78	0.911341	0.0184581	0.0284821	0.0165418	0.0169557	0.000824995	0.00739604	0.0519208	0.829579	0.0454665	0.0105233	0.0306242	0.0215305	0.0103562	0.0162678	0.172998	0.709405	0.0152279	0.0205878	0.0188689	0.0466452	0.000173297	0.311698	0.00995543	0.667161	0.00204488	0.00344236	0.00552453	0.167321	0.0373075	0.0287493	0.0223688	0.669333	0.0136005	0.0613194	0.0952096	0.0677764	0.00891147	0.0380947	0.00968911	0.697127	0.083192	0.00904136	0.192163	0.00429012	0.00282977	0.078038	0.00478247	0.708855	
